Name;Gauss-Krueger E;Gauss-Krueger N
Schierhorn, Höpen;3561957;5904822
Schierhorn, Schierhorner Allee;3561202;5904834
Schiffbeker Höhe;3573463;5935693
Schiffbeker Weg;3574579;5938309
Schillerufer;3580489;5929495
Schillingsbekweg;3562844;5940794
Schimmelmannstraße (Mitte);3573274;5938417
Schimmelreiterweg;3578094;5940563
Schiphorst, Eichedeer Weg;3596588;5954320
Schiphorst, Neue Siedlung;3596820;5954723
Schiphorst, Schloßweg;3596194;5953356
Schiphorst, Teich;3596566;5953909
Schippelsweg;3563075;5945333
Schlachthofstraße (Nord);3566180;5926107
Schlachthofstraße (Süd);3566100;5925762
Schlagberg (Ost);3588341;5985616
Schlagberg (West);3588214;5985668
Schlamersdorf, Am Markt;3591333;5990693
Schlamersdorf, Hornsdorfer Weg;3590672;5991805
Schlamersdorf, Kirchstraße;3590753;5991182
Schlamersdorf (OD), Dorfstraße;3588342;5967966
Schlamersdorf (OD), Nütschauer Weg;3588345;5967635
Schlamersdorf, Reuterteich;3590851;5989900
Schlamersdorf, Schule;3591207;5991087
Schlangenkoppel;3575789;5935246
Schlankreye (DKH);3564324;5938260
Schlebuschweg;3581353;5929681
Schleemer Weg (Nord);3573984;5935130
Schlenzigstraße;3566526;5931936
Schleswiger Damm;3560885;5945552
Schleusendamm;3579083;5926606
Schlotfeld, Amönenwarte;3536738;5980746
Schlotfeld, Dorfstraße 42a;3538368;5981029
Schlotfeld, Möhlenholt;3538336;5980553
Schlotfeld, Mühlenweg;3539176;5979466
Schlump;3564344;5937786
Schmachthagen, Dorfstraße 1;3592766;5958612
Schmachthagen, Dorfstraße 6;3593040;5958601
Schmachthagen, Ehrenmal;3593695;5958323
Schmachthagen, Schulsteig;3593503;5958556
Schmalenbeck;3583412;5947627
Schmalenbeck, Barkholt;3584201;5947093
Schmalenbeck, Martin-Meyer-Weg;3584645;5946867
Schmalenbeck, Parkklinik Manhagen;3583167;5948549
Schmalenbeck, Schulzentrum;3584607;5946981
Schmalenfelde, Abzweigung Brackel;3566813;5906592
Schmalenfelde, Mühle;3566943;5907015
Schmalensee, Belauer Straße (Ost);3583200;5995693
Schmalensee, Belauer Straße (West);3582567;5995972
Schmalensee, Damsdorfer Straße;3583217;5995206
Schmalensee, Stockseer Straße;3583508;5995832
Schmalfeld, Holstenstraße;3564930;5971914
Schmalfeld, Kamper Straße;3564185;5970637
Schmalfeld, Schmalfelder Au;3564644;5972782
Schmalfeld, Schule;3564641;5972226
Schmilau, Alter Bahnhof;3615976;5949122
Schmilau, Alt-Horster-Weg;3616306;5949266
Schmilau, Kirche;3616241;5949583
Schmilau, Wald;3615391;5948496
Schmilau, Waldsiedlung;3615662;5948849
Schmuckshöhe;3568708;5942704
Schnackenburgallee;3559949;5940450
Schnackenburgallee (Mitte);3560414;5939537
Schnakenbek, Am Keil;3599994;5918322
Schnakenbek, Feuerwehr;3599949;5918127
Schnakenbek, Lärchenhain;3599499;5918368
Schnakenbek, Schäferhof;3600158;5918118
Schnakenbek, Twiete;3600126;5918135
Schnee, Kleiner Schneeweg;3532281;5943912
Schnega;3627364;5861284
Schnelsen;3560047;5945067
Schnelsener Weg;3558677;5943718
Schneverdingen;3553599;5886600
Schölisch, Götzdorfer Straße;3530658;5942962
Schölisch, Lilienstraße;3531316;5942596
Schölisch, Schölischer Straße 63;3531216;5942736
Schölisch, Zum Wiesenland;3531375;5942440
Schön Klinik Eilbek;3569600;5939098
Schönberg, Am Rummelsberg;3594587;5950207
Schönberg, Feuerwehr;3594723;5950642
Schönberg, Jägerstraße;3594750;5950326
Schönberg, Lürberg;3593934;5949540
Schönberg, Ostpreußenstraße;3594734;5949952
Schönberg, Pöhlen;3594421;5951121
Schönmoor, Hörnstraße;3576382;5984035
Schönmoor, Karkweg;3574828;5983890
Schönmoor, Kirschenweg;3574915;5984262
Schönningstedt, Alter Kamp;3583473;5933735
Schönningstedt, Feuerwehr;3583611;5934037
Schönningstedt, Kornblumenring;3583008;5934413
Schönningstedt, Schule;3583053;5933960
Schönsberg;3573667;5948079
Schöpfwerk Neuland;3566431;5926903
Schubackstraße;3565517;5941066
Schulau, Fähranleger;3546565;5937754
Schulauer Moorweg;3549080;5939544
Schulbergredder;3571834;5947806
Schule Altengamme;3584418;5922517
Schule Arp-Schnitger-Stieg;3553888;5931938
Schule Billbrookdeich;3573739;5934061
Schule Böhmerstraße;;
Schule Curslack;3581218;5924711
Schule Curslack (Kehre);3581202;5924738
Schule Fischbek;3556125;5927121
Schule Fünfhausen;3575368;5924707
Schule Kirchwerder;3580000;5921643
Schule Krohnstieg;3566147;5946794
Schule Marschweg;3550474;5939553
Schule Mittlerer Landweg;3575340;5930337
Schule Mümmelmannsberg;3575767;5933754
Schule Neuland;3568908;5926758
Schule Norderschulweg;3558190;5933731
Schule Ochsenwerder;3571427;5927199
Schule Zollenspieker;3578794;5919442
Schulen Stübenhofer Weg;3567511;5928367
Schulenburg;3594248;5959556
Schulenburgfeld;3593468;5959705
Schulenburgring;3578815;5931379
Schulendorf;3603757;5928016
Schulredder;3577178;5932035
Schulterblatt;3563726;5937364
Schulweg;3563627;5938565
Schumannstraße;3567890;5938838
Schürensöhlen, Am Putteich;3597080;5960068
Schürensöhlen, Dorfstraße;3597386;5960367
Schützenhof;3568053;5927923
Schützenstraße (Mitte);3561621;5937296
Schützenstraße (Nord);3561643;5937748
Schwarzenbek;3598585;5931271
Schwarzenbek, Alter Forsthof;3597017;5930804
Schwarzenbek, Bismarckstraße;3597725;5931528
Schwarzenbek, Brüggemannstraße;3597369;5931952
Schwarzenbek, Cesenaticostraße;3598997;5931783
Schwarzenbek, EKZ Lupuspark;3599409;5932323
Schwarzenbek, Ernst-Schefe-Allee;3598100;5932243
Schwarzenbek, Friedhof;3598615;5931866
Schwarzenbek, Gemeinschaftsschule;3597990;5930828
Schwarzenbek, Grabauer Straße;3598893;5931064
Schwarzenbek, Gymnasium;3598554;5931526
Schwarzenbek, Hans-Koch-Ring;3599475;5932454
Schwarzenbek, Heuweg;3598889;5932237
Schwarzenbek, Im Strange;3597795;5932109
Schwarzenbek, In der Rülau;3599741;5930606
Schwarzenbek, Industriestraße (Louisenhof);3599865;5932002
Schwarzenbek, Kollower Straße;3597812;5930530
Schwarzenbek, Königsberger Allee;3597967;5931157
Schwarzenbek, Kornweg;3598658;5932249
Schwarzenbek, Lupuspark;3599128;5932411
Schwarzenbek, Markriede;3597344;5931746
Schwarzenbek, Meiereistraße;3598896;5930931
Schwarzenbek, Moorweg;3599122;5931377
Schwarzenbek, Mühlenredder;3598889;5932131
Schwarzenbek, Paul-Gerhardt-Ring;3598487;5932229
Schwarzenbek, Peerkoppel;3597543;5931579
Schwarzenbek, Pflasterstraße;3597743;5931953
Schwarzenbek, Rathaus;3598203;5931198
Schwarzenbek, Röntgenstraße;3599640;5931598
Schwarzenbek, Schäferkoppel;3597566;5931902
Schwarzenbek, Schmiedestraße;3598370;5931058
Schwarzenbek, Schwarzenbeker Werkstätten;3600016;5931402
Schwarzenbek, Seestern-Pauly-Straße;3598476;5931034
Schwarzenbek, Veilchenweg;3598359;5932408
Schwarzer Weg;3569949;5942184
Schweidnitzer Straße;3575315;5939003
Schwentnerring;3567109;5929577
Schweriner Straße;3577003;5942143
Schwersweg;3571615;5927864
Schwiederstorf, Alter Postweg(ASM-Halt);3554212;5921273
Schwiederstorf, Am Soodhof(ASM-Halt);3553181;5921466
Schwienköben;3593052;5959871
Schwinde, Krümser Straße;3587749;5922467
Schwinde, Weizenhagen;3588158;5922031
Schwindebeck;3574825;5888678
Schwinge, Bergstraße;3525685;5935869
Schwinge, Burgstraße;3525533;5935454
Schwinge, Buswendeplatz;3525240;5935375
Schwinge, Hagenaher Furth;3522482;5934840
Schwinge, Kreuzweg;3524293;5935361
Schwinge, Osterende;3525905;5935505
Schwinge, Sandkuhle;3525799;5935865
Schwinge, Schwinger Tannen;3525598;5937606
Schwinger Baum;3523224;5935499
Schwinger Steindamm;3522846;5934247
Schwissel;3585082;5974770
See Hinterm Horn;3576991;5927649
Seedorf, Abzweigung Blomnath;3596556;5989567
Seedorf am Schaalsee, Am Zuckerhut;3624558;5943915
Seedorf am Schaalsee, Badeanstalt;3624233;5944702
Seedorf am Schaalsee, Bergstraße;3623666;5944747
Seedorf am Schaalsee, Dargower Weg;3623193;5945014
Seedorf, Aukamp;3588415;5993151
Seedorf, Bahrenkrug;3596971;5991309
Seedorf bei Boitze, Abzweigung;3614354;5894090
Seedorf bei Boitze, Ort;3614930;5893851
Seedorf, Blocksberg;3593806;5992079
Seedorf, Blomnath;3596578;5989846
Seedorf, Heidmoor;3597742;5990313
Seedorf, Hornsmühlen;3589390;5994481
Seedorf, Kembs;3593425;5993863
Seedorf, Kuhlenbrook;3593588;5993014
Seedorf, Lappland;3589924;5994387
Seedorf, Liethkaten;3595890;5992943
Seedorf, Schulbusch;3592517;5990966
Seedorf, Seebrook;3594370;5991387
Seedorf, Seedorfer Allee;3592436;5990890
Seedorf, Seekamp;3595732;5992016
Seedorf, Tensfelderau;3587317;5992738
Seedorf, Torhaus;3592364;5991866
Seedorf, Weitewelt;3594526;5993441
Seefeld, Denkmal;3590225;5969144
Seefeld, Kreuzung;3590608;5969439
Seefeld(Eckernförde), Kattenbarg;3532293;5996608
Seefelder Fischteiche;3576938;5925022
Seehafenbrücke (Amtsgericht);3565194;5926278
Seehof;3551924;5932139
Seehofring;3551785;5932469
Seehofring (Nord);3551834;5932903
Seehofring (Süd);3551907;5932463
Seehofweg;3552011;5932793
Seester, Abzw. Seestermühe;3538653;5952555
Seester, Dieckhof;3538800;5954461
Seester, Dorfstraße (West);3539035;5953960
Seester, Groß Sonnendeich;3539009;5953139
Seester, Grundschule;3539585;5954306
Seester, Grundschule (Ost);3539544;5954232
Seester, Hörnstraße;3538143;5954283
Seester, Klein Sonnendeich;3540190;5953220
Seester, Seesteraudeich 148;3537750;5954087
Seester, Wendeplatz;3539868;5954740
Seestermühe, Dorfstraße 50;3538054;5952515
Seestermühe, Lauenrothsweg;3537229;5953859
Seestermühe, Mühlendeich;3536832;5953642
Seestermühe, Nörn;3537241;5952708
Seestermühe, Op de Weddern;3537057;5952714
Seestermühe, Schulstraße;3537538;5952733
Seestermühe, Zum Krückausperrwerk;3536638;5953326
Seestücken;3563443;5924627
Seeth-Ekholt, Beeklohe;3548915;5957765
Seeth-Ekholt, Butendiek;3548959;5958052
Seeth-Ekholt, Dorfstraße;3547536;5957028
Seeth-Ekholt, Gartenstraße;3548635;5957289
Seeth-Ekholt, Schulstraße;3548368;5956966
Seeth-Ekholt, Seether Straße;3548329;5955886
Segrahn;3618980;5935900
Sehmsdorf, Am Berg;3593244;5965374
Sehmsdorf, Düpenau;3593762;5964955
Sellhopsweg (Albertinen-Haus);3561516;5944634
Sellstedt;3481700;5931590
Semperstraße;3567457;5939939
Sengelmannstraße (City Nord);3567743;5942492
Sengelmannstraße (Mitte);3567555;5943008
Seniorensitz Am Hegen;3577642;5940790
Seppensen, Ahornweg;3558364;5907908
Seppensen, Friedhof;3558165;5908289
Seppensen (Mitte);3558467;5908057
Seth, Holmer Weg;3577945;5968273
Seth, Im Weißen Moor;3577287;5969532
Seth, Lehmkuhlenring;3577806;5968324
Seth, Oeringer Straße;3577808;5968266
Seth, Schule;3577451;5969505
Seth, Steindamm;3577415;5969052
Seumestraße;3569941;5938469
Shanghaiallee;3566625;5934860
Siebenbäumen, Am Hasenkrug;3600935;5959130
Siebenbäumen, Kastorf Bahnhof;3601909;5958702
Siebenbäumen, Kirche;3600800;5958673
Siebenbuchen;3553525;5938290
Siebeneichen, Abzweigung Klein Pampau;3607079;5932121
Siebeneichen, Kirche;3607386;5932400
Siebeneichen, Schulstraße;3607436;5932452
Sieberlingstraße;3556095;5935761
Siedenfelder Weg (Mitte);3567804;5929755
Siedenfelder Weg (West);3567464;5929949
Siedfeld;3575159;5923200
Siedlung Curslack (Nord);3580003;5927352
Siedlung Fünfhausen;3574235;5924930
Siegrunweg;3550870;5940034
Siek, Alte Landstraße 41;3585401;5944926
Siek, Alte Landstraße 49;3584880;5944560
Siek, Amtsverwaltung;3585854;5945701
Siek, Bültbek;3585119;5946088
Siek, Hansdorfer Weg;3585617;5945806
Siek, Jacobsrade;3585214;5946477
Siek, Kirche;3585933;5945506
Siek, Papendorfer Weg;3585884;5945172
Sieker Landstraße;3577343;5942223
Sielkuhle;3579944;5921326
Siemersplatz;3563882;5941363
Sierichstraße;3566368;5940347
Sierksrade, Dorfstraße;3605614;5957388
Sierksrade, Lindenweg;3605672;5957719
Sietas;3552291;5933594
Sietwende bei Steinkirchen, Sandhörn;3538533;5939720
Sietwende bei Steinkirchen, Sandhörn 10;3538286;5940122
Sievekingdamm;3569794;5937072
Sievekingplatz;3564854;5936498
Sieversen, Hauptstraße;3559190;5919845
Sieversen, Kreuzung;3558603;5919493
Sieversen, Parkplatz Rosengartenstraße;3555438;5919644
Sieversen, Quellenweg;3558936;5919773
Sieversen, Rehkuhlenweg;3558520;5919394
Sievershütten, Abzw. Kisdorferwohld;3572088;5968280
Sievershütten, Hasenhörn;3573191;5968720
Sievershütten, Heide;3572627;5966801
Sievershütten, Mühlenstraße;3572911;5968402
Sievershütten, Schule;3573680;5969051
Sieversstücken;3552137;5939084
Siezbüttel, Dorfstraße;3528968;5991278
Siezbüttel, Kohlenbeker Weg;3528589;5991456
Siezbüttel, Ochsenweg;3530115;5990735
Silcherstraße;3559876;5937884
Siloahweg;3559687;5945271
Silzen;3541694;5988853
Singapurstraße;3566146;5935162
Sinstorfer Kirche;3564774;5921836
Sinstorfer Kirchweg;3565269;5921879
Sinstorfer Kirchweg (Schultwiete);3565192;5921852
Sirksfelde, Altes Forsthaus;3600154;5947841
Sirksfelde, Hauptstraße;3599807;5949276
Sirksfelde, Kalkkuhle;3597450;5948789
Sirksfelde, Schulstraße;3599858;5949006
Skaldenweg;3578086;5945336
Soderstorf, Friedhof;3576069;5889821
Soderstorf, Grundschule;3576757;5890676
Soderstorf, Hauptstraße;3576801;5890511
Soderstorf, Moorweg;3576719;5890433
Söhren, Lindenstraße (SE);3593769;5976739
Söhren, Neuengörser Straße;3593878;5976468
Soltau Nord;3557888;5874802
Soltau(Han);3555870;5872610
Soltendieck;3618667;5861637
Sommerland, Brunsholt;3536552;5961037
Sommerland, Dückermühle;3535284;5964046
Sommerland, Dükermühle/Spritzenhaus;3535371;5963911
Sommerland, Feuerwache Siethwende;3537720;5962035
Sommerland, Grönland;3538480;5965751
Sommerland, Kamerland;3536131;5963183
Sommerland, Kammerlander Au;3537127;5961539
Sonnenland;3575302;5934518
Sonnenweg (Mitte);3574455;5940464
Sophienberg, Abzweigung Hüls;3594066;5986863
Sophiental, Am Wendfeld;3619890;5938804
Sophiental, An der Kiesbahn;3619713;5938227
Sophienterrasse;3565870;5938818
Sophie-Schoop-Weg;3577306;5929276
Sorbusallee;3571076;5944507
Sorenkoppel;3578541;5940617
Sorthmannweg;3563392;5939538
Sottorf, Barkendicke;3559249;5921049
Sottorf, Brandheide;3559584;5921011
Sottorf, Rötsol;3559451;5921410
Sottorf, Rühmte;3559494;5921020
Sottorf, Spritzenhaus;3559743;5921482
Sottrum;3516803;5885479
Spadenländer Ecke;3570765;5929391
Spadenländer Elbdeich;3570645;5927815
Spaldingstraße;3567233;5935620
Spanische Furt;3560743;5944139
Sparrieshoop;3545235;5961354
Sparrieshoop, Grundschule;3545466;5962679
Sparrieshoop, Kirche;3545098;5961723
Speckenweg;3583805;5927500
Speckenwegbrücke;3583670;5926982
Specksaalredder;3572955;5952835
Speersort;3566128;5935800
Sperlingsweg;3564546;5946467
Sperrwerk Estemündung;3552699;5933899
Sperrwerk Neuenfelde;3552541;5934022
Spieringstraße;3581500;5928825
Spitzbergenweg;3577211;5944846
Spliedtring;3573531;5937355
Spreenende;3564499;5942813
Sprenge, Mittelweg;3591879;5952034
Sprenge, Raumredder;3592006;5952201
Sprenge, Zum Buchenwald;3590623;5951982
Spritzenhaus;3579012;5923497
Sprötze;3554209;5908926
Sprötze, Bürgermeister-Kröger-Straße;3554883;5908945
Sprötze, B3;3553576;5908901
Sprötze, Kakenstorfer Straße;3553482;5908914
Sprötze, Ortsmitte;3553630;5908928
Sprötze, Sanderfeld;3554398;5908967
Sprötze, Schule;3554234;5908832
St. Dionys, Gotenweg;3593181;5912421
St. Margarethen, Bahnhofstraße 21;3516771;5973749
St. Margarethen, Heideducht 28;3517288;5972221
St. Margarethen, Heideducht 32;3517660;5971968
St. Margarethen, Holstendamm (Ost);3516894;5975160
St. Margarethen, Kirchducht 23;3516130;5973801
St. Margarethen, Osterbünge Nord;3519324;5973668
St. Margarethen, Osterbünge-Mitte;3518288;5973602
St. Margarethen, Poststraße;3516844;5973330
St. Margarethen, Schule;3516949;5973440
St. Margarethen, Stuven 6;3516735;5974824
St. Pauli Hafenstraße;3564030;5935428
Stade;3531602;5940649
Stade, Airbus;3533909;5938165
Stade, Airbus (Eingang);3533699;5938119
Stade, Airbus/CFK Nord;3533686;5938151
Stade, Airbus-Straße;3533605;5938070
Stade, Altländer Straße;3532499;5941291
Stade, Am Exerzierplatz;3531584;5939784
Stade, Am Hinterdeich;3532139;5941264
Stade, Am Hohen Felde;3529724;5941069
Stade, Am Mühlenkamp;3530115;5939143
Stade, Am Schießstand;3532092;5939497
Stade, Athenaeum;3531382;5939987
Stade, Barger Weg;3530412;5939504
Stade, Beethovenstraße;3529651;5941343
Stade, Bergstraße;3530353;5941423
Stade, Berliner Platz;3531815;5940309
Stade, Berufssch./Vincent-Lübeck-Gymn.;3530986;5941773
Stade, Bockhorster Weg (Schule);3529793;5942060
Stade, Brauerstraße;3531383;5939920
Stade, Breite-Blöcken-Ring;3529858;5941610
Stade, Bremervörder Straße;3529169;5940628
Stade, Bronzeschmiede;3531346;5939119
Stade, Carl-von-Ossietzky-Weg;3532704;5937832
Stade, Cheruskerweg;3532070;5939282
Stade, Claus-von-Stauffenberg-Weg;3533302;5938092
Stade, Frankenweg;3531911;5939641
Stade, Fredenbecker Weg;3531204;5938338
Stade, Freiburger Straße;3531524;5942159
Stade, Friedrich-Fröbel-Schule;3531617;5939997
Stade, Goebenstraße;3530513;5939655
Stade, Gottlieb-Daimler-Straße;3532929;5938729
Stade, Graf-Heinrich-Straße;3531649;5939341
Stade, Grünendeicher Straße;3532414;5941130
Stade, Grüner Weg;3530192;5941780
Stade, Hansestraße;3531674;5941873
Stade, Harburger Straße (KVG);3532290;5939882
Stade, Heidbecker Damm;3532953;5938969
Stade, Hempbarg;3530431;5939186
Stade, Henning-von-Tresckow-Weg;3532832;5938114
Stade, Hirschgang;3529865;5941942
Stade, Hohenwedeler Weg;3530679;5941640
Stade, Hörne;3532729;5943160
Stade, Hügelweg;3533010;5939316
Stade, Iltisweg (Friedhof);3530042;5942105
Stade, Im Neuwerk;3531569;5940516
Stade, In der Hörne;3531902;5942362
Stade, Jobelmannstraße;3531271;5940176
Stade, Jorker Straße;3532549;5941202
Stade, Karlshamnweg;3529830;5942229
Stade, Krankenhaus;3529415;5940864
Stade, Langobardenstraße;3531885;5939425
Stade, Lüneburger Straße;3531147;5937390
Stade, Malmöweg;3530018;5942307
Stade, Mittelnkirchener Straße;3532295;5940935
Stade, Pferdemarkt;3531486;5941062
Stade, Pommernstraße;3531246;5939415
Stade, Pulverweg;3530626;5941819
Stade, Sachsenstraße (KVG);3532264;5939838
Stade, Sachsenstraße (Mitte);3531673;5939572
Stade, Sachsenstraße (West);3531390;5939579
Stade, Salztorscontrescarpe;3531973;5941176
Stade, Salztorswall;3531674;5940782
Stade, Sanders Weg;3531102;5939995
Stade, Schiffertor (Brücke);3531256;5941235
Stade, Schiffertor/Wallstraße;3531355;5941185
Stade, Schleusenweg;3531495;5941564
Stade, Schützenstraße;3530124;5941146
Stade, Schwabensee;3532602;5939574
Stade, Schwarzer Berg;3529695;5940992
Stade, Schwedenspeicher;3531703;5941562
Stade, Senior-Ubbelohde-Weg;3532408;5937976
Stade, Soltauer Straße;3531250;5937793
Stade, Stadeum;3531062;5941398
Stade, Tannenbergstraße;3530242;5939354
Stade, Teichstraße;3531365;5940190
Stade, Theodor-Hermann-Weg;3532022;5940856
Stade, Thuner Straße;3530415;5939547
Stade, Timm-Kröger-Straße;3531490;5939899
Stade, Udonenstraße;3531602;5939558
Stade, Vincent-Lübeck-Gymnasium;3531125;5941872
Stade, Wilhelm-Sietas-Straße;3530834;5939723
Stadermoor, Abzweig Groß Sterneberg;3528657;5944026
Stadermoor, Landernweg;3529088;5943839
Stadermoor, Wendeplatz;3528543;5945013
Stadermoor 32;3528584;5944508
Stadersand, Kehre;3534837;5944238
Stadionstraße;3558652;5939152
Stadtbahnstraße;3573257;5947497
Stadthausbrücke;3565352;5935781
Stadtpark (Planetarium);3567198;5940997
Stadtteilschule Bergedorf;3579082;5929670
Staersbeck, Kreuzung;3545356;5917939
Staersbeck, Regesbosteler Straße;3544716;5917641
Stapel I;3630730;5904562
Stapel II;3630796;5904085
Stapelfeld, Am Schwartenreeten;3579492;5942221
Stapelfeld, Brookstieg;3581569;5943880
Stapelfeld, Heinrich-Ruge-Straße;3580243;5942222
Stapelfeld, Hinter der Schule;3580883;5942204
Stapelfeld, Müllverbrennungsanlage;3580993;5943660
Stapelfeld, Reinbeker Straße;3580777;5942224
Stapelfeld, Schmiedeberg;3580972;5942028
Stapelfeld, Schule;3580370;5941785
Stapelfeld, Zur Windmühle;3581924;5942628
Stauffenbergstraße;3555225;5936856
Stavenhagenstraße;3564186;5942516
Stederdorf(Kr Uelzen);3607226;5865068
Steendiek;3558342;5933779
Steenkrütz;3597022;5988023
Steensrade;3595319;5963352
Stegelkamp, Am Endern;3570268;5962582
Steilshooper Allee;3571074;5942471
Steinbeck, Am Scharrlberg;3571582;5886737
Steinbeck, B 75;3556650;5912641
Steinbeck, Eichholz;3556918;5912594
Steinbeck, Grevenhof;3572038;5887012
Steinbeck, Grundschule;3556547;5912252
Steinbek, Ersatzhaltestelle Baustelle;3593674;5977393
Steinbek, Steinbeker Bahnhof;3593241;5977721
Steinbek, Steinbeker Dorfstraße;3592279;5977665
Steinbeker Grenzdamm;3576345;5933126
Steinbeker Marktstraße;3574819;5934040
Steinburg, Doratwiete;3538064;5968273
Steinburg, Lübscher Landweg;3537803;5968244
Steinburg, Süderauer Dorfstraße;3536962;5967987
Steinfeld, Hohenkamp;3594280;5967042
Steinfeld, Ortsmitte;3594011;5967810
Steinfeld, Siedlung;3594588;5968047
Steinfelderhude, Abzweigung Steinfeld;3594460;5966359
Steinfelderhude, Eisenbahnbrücke;3594381;5966366
Steinfelderhude (Ost);3595168;5966531
Steinfelderwohld;3594975;5969653
Steinfurther Allee;3575507;5934982
Steinfurther Allee (Nord);3575506;5935029
Steinhorst, Am Ziegelteich;3597920;5955347
Steinhorst, Försterei;3599025;5956198
Steinhorst, Mühlenbrook;3596794;5956223
Steinhorst, Von Wedderkopstraße;3598087;5955304
Steinhorst, Wiesenweg;3598375;5955658
Steinkirchen, Alter Marktplatz;3540371;5936683
Steinkirchen, Am Hafen;3540455;5936920
Steinkirchen, Birkenweg;3540066;5936827
Steinkirchen, Kindergarten;3540295;5936798
Steinkirchen, Schulzentrum;3540106;5937746
Steinkirchen, Striep;3540514;5937645
Steinkirchen, Weidenweg;3539629;5936895
Steinkirchen, Zum Felde Weg;3540205;5937986
Steinstraße;3566760;5935763
Steinwegel;3574452;5947683
Steinwerder;3564146;5934727
Steinwerder (Alter Elbtunnel);3564147;5934860
Steinwerder (Fähre);3564109;5934697
Steinwiesenweg;3560699;5942445
Stellau, Am Dorfplatz;3581829;5940495
Stellau, Huuskoppel;3581557;5940698
Stellau, Römsmoorweg;3582588;5940219
Stelle;3573863;5917898
Stelle, Achterdeicher Weg;3574642;5917155
Stelle, Alte Lüneburger Straße;3575361;5916502
Stelle, Am Hang;3573376;5917385
Stelle, Bardenweg;3574161;5916968
Stelle, Fiefhusen;3574390;5916647
Stelle, Grasweg 5;3573152;5918155
Stelle, Hoher Weg;3573151;5917701
Stelle, Höpmannsweg;3572996;5918286
Stelle, Im Ahler;3574356;5917231
Stelle, Im Stemmbruch;3572388;5918300
Stelle, Kieselshöh;3572891;5915229
Stelle, Kolenbeekstieg;3572062;5918032
Stelle, Schafwedel;3574620;5916297
Stelle, Schulzentrum;3573632;5917113
Stelle, Zum Reiherhorst;3571699;5918184
Stellingen (Arenen);3560892;5940211
Stemmeshay;3574936;5940626
Stemwarde, Feuerwache;3582367;5938375
Stemwarde, Lüttkoppel;3582259;5938346
Stengelestraße;3572382;5935854
Stenzelring;3566423;5932271
Stephansplatz (Oper/CCH);3565632;5936827
Stephanstraße;3571987;5939976
Sterley, Alfred-Harbarth-Straße;3620308;5944954
Sterley, Alte Dorfstraße (West);3619989;5944459
Sterley, Amselweg;3620267;5944502
Sterley, Kirche;3620379;5944758
Sterley, Mühlenweg;3620061;5944102
Sterley, Neue Welt;3621106;5946636
Sterley, Schule;3620678;5944795
Sterley, Sterleyer Heide;3621996;5945812
Sternbergweg;3556152;5937336
Sternbrücke;3563360;5937069
Sternschanze (Messe);3564305;5937367
Sterntwiete;3580634;5930977
Sternwarte (Besucherzentrum);3582361;5928555
Sternwarte (Universität);3582270;5928348
Stiepelse;3620342;5907891
Stiepelse, Ausbau;3620106;5908665
Stiftung Alsterdorf;3567707;5943103
Stillhorner Weg;3568692;5927920
Stipsdorf, Abzweigung;3587777;5979227
Stipsdorf, Dorfstraße;3587720;5979840
Stipsdorf, Kinderheim;3587812;5979717
Stixe;3634933;5899337
St.-Michael-Kirche;3581395;5928665
Stocksee, Am Dorfplatz;3588176;5996284
Stocksee, Moorkate;3587092;5995306
Stocksee, Sodwiese;3587862;5996127
Stöckte, Alte Schule;3579761;5917906
Stöckte, Am Großen Brack;3579427;5916757
Stöckte, Hafen;3578735;5918271
Stöckte, Querweg;3579321;5917482
Stöckte, Rohrleuen;3579147;5917909
Stöckte, Sportplatzweg;3579321;5917107
Stoeckhardtstraße;3569632;5936770
Stoltenstraße;3572773;5936670
Stoppelfeld;3576020;5942919
Stördorf, Honigflether Weg;3526973;5977262
Stördorf, Kasenort 6;3526854;5975619
Stördorf, Kathener Weg (Nord);3525636;5976073
Stördorf, Stördorf (Mitte);3528506;5976320
Stördorf, Stördorf 2;3527393;5975718
Stördorf, Stördorf 5;3528003;5975801
Störkathen;3549721;5983426
Störtebekerweg;3557425;5926785
Stötebrück;3603954;5920690
Stove, Elbmarsch-Halle;3587547;5922641
Stove, Im Siek;3587214;5922628
Stove, Stover Strand;3586735;5922277
St.Pauli;3564374;5935916
Strachau;3640675;5892998
Strandtreppe;3553804;5936625
Straßburger Platz;3570413;5939359
Straßburger Straße;3570799;5939461
Streekbrücke;3565963;5939588
Strenglin, Alte Schule;3596619;5984243
Strenglin, Dreiangel;3596672;5984333
Strengliner Mühle;3596324;5984056
Stresemannstraße;3562684;5937342
Strietkoppel;3576583;5933627
Strucksbarg;3562365;5924663
Strukdorf, Dorfstraße;3598015;5977567
Strukdorf (Ost);3598116;5977658
Strukdorf, Waldstraße;3597682;5977633
Struvenhütten, Im Wiesengrund;3569255;5971102
Struvenhütten, Schulstraße;3569696;5970852
Stubben, Am Dorfplatz;3594442;5956660
Stubben, Am Schmidtsteich;3595171;5957141
Stubben, Oldesloer Straße;3595011;5956777
Stubbendorf;3599464;5967287
Stübenhofer Weg;3567281;5928535
Stübenhofer Wettern;3568052;5928669
Stübenplatz;3565579;5932214
Stückenstraße (Schön Klinik);3569580;5939154
Studio Hamburg;3574594;5940017
Stüffel;3575009;5949381
Stüffeleck;3575616;5949263
Stuhtsweg;3573687;5943726
Stutsmoor;3558834;5938293
